EmployeeCode,Gender,EmployeeName,OfficialEmail,Username,EmployeeCount,Over18,StandardHours,Company,Industry,Country,Age,AgeGroup,DateOfBirth,MaritalStatus,Education,EducationField,State,City,PhoneNumber,Department,JobRole,BusinessTravel,WorkMode,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HireDate,MonthlyIncome,SalarySlab,SalaryHikePercent,StockOptionLevel,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TrainingTimesLastYear,NumCompaniesWorked,PromotionLast5Years,OverTime,Attrition
HRA241036,Female,Riya Mukherjee,riya.mukherjee@hrhub.co.in,riya.mukherjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,28,26-35,1998-07-28,Married,Master,Marketing,Tamil Nadu,Chennai,9162595345,Human Resources,HR Business Partner,Travel_Frequently,Work From Office,3.7,0,0,0,0,2025-04-22,45850,3-6 LPA,16,3,2,2,4,3,1,0,3.7,No,Yes,No
HRA241037,Male,Rahul Agarwal,rahul.agarwal@hrhub.co.in,rahul.agarwal,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,33,26-35,1993-07-29,Single,Bachelor,Human Resources,Telangana,Warangal,9761052723,Operations,Operations Manager,Non-Travel,Work From Office,2.4,1,1,0,1,2026-08-09,77250,6-10 LPA,10,3,4,1,4,3,4,4,2.4,No,No,No
HRA241038,Female,Vidya Rao,vidya.rao@hrhub.co.in,vidya.rao,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,35,26-35,1991-07-30,Married,High School,General Education,Telangana,Warangal,9914445032,Operations,Operations Executive,Travel_Rarely,Work From Office,7.1,1,1,0,1,2021-11-28,61700,6-10 LPA,15,0,3,4,3,3,3,5,7.1,Yes,No,No
HRA241039,Male,Aarav Joshi,aarav.joshi@hrhub.co.in,aarav.joshi,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,25,18-25,2001-07-27,Married,MBA,Marketing,Kerala,Kozhikode,9424185048,Marketing,Marketing Executive,Travel_Rarely,Work From Office,2.0,2,2,1,1,2027-01-02,41350,3-6 LPA,5,1,3,2,1,1,2,3,2.0,No,No,No
HRA241040,Male,Karan Nair,karan.nair@hrhub.co.in,karan.nair,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,19,18-25,2007-07-26,Married,PhD,Management,Uttar Pradesh,Lucknow,9182571577,Finance,Finance Executive,Travel_Rarely,Work From Office,0.0,0,0,0,0,2029-01-01,38600,3-6 LPA,6,1,3,3,2,4,2,1,0.0,No,Yes,No
HRA241041,Male,Sahil Khan,sahil.khan@hrhub.co.in,sahil.khan,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,46,46-55,1980-08-01,Single,MBA,Marketing,Maharashtra,Mumbai,9305644158,Marketing,Digital Marketing Specialist,Travel_Rarely,Remote,12.1,4,4,0,4,2016-11-29,115300,10+ LPA,25,1,4,2,1,2,1,5,2.0,No,Yes,No
HRA241042,Male,Shubham Das,shubham.das@hrhub.co.in,shubham.das,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,18,18-25,2008-07-25,Married,Diploma,Computer,Karnataka,Hubballi,9622879473,Administration,Office Administrator,Non-Travel,Work From Office,0.0,0,0,0,0,2029-01-01,19550,0-3 LPA,7,1,3,2,3,4,1,0,0.0,No,No,No
HRA241043,Female,Riya Chatterjee,riya.chatterjee@hrhub.co.in,riya.chatterjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,54,46-55,1972-08-03,Single,Diploma,Computer,Delhi,New Delhi,9266980327,Operations,Operations Executive,Travel_Rarely,Hybrid,18.7,13,6,3,2,2010-04-26,159900,10+ LPA,23,0,3,3,1,2,2,5,9.0,No,Yes,No
HRA241044,Female,Riya Gupta,riya.gupta@hrhub.co.in,riya.gupta,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,39,36-45,1987-07-31,Single,MBA,Marketing,West Bengal,Durgapur,9047301924,Marketing,Content Strategist,Travel_Rarely,Work From Office,17.3,16,5,4,3,2011-09-19,184400,10+ LPA,11,1,3,4,2,1,4,5,10.0,Yes,No,No
HRA241045,Female,Vaishnavi Nair,vaishnavi.nair@hrhub.co.in,vaishnavi.nair,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,32,26-35,1994-07-29,Married,PhD,Computer Science,Uttar Pradesh,Lucknow,9208958090,Operations,Operations Executive,Travel_Rarely,Remote,5.1,2,2,1,0,2023-11-28,56350,6-10 LPA,18,3,3,4,3,2,3,0,5.0,Yes,No,No
HRA241046,Male,Shubham Banerjee,shubham.banerjee@hrhub.co.in,shubham.banerjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,26,26-35,2000-07-27,Divorced,MBA,Finance,Karnataka,Mysuru,9651517477,Sales,Sales Executive,Travel_Rarely,Work From Office,4.9,3,3,1,2,2024-02-09,54450,6-10 LPA,21,2,3,3,1,2,2,2,0.0,No,No,No
HRA241047,Male,Karan Shah,karan.shah@hrhub.co.in,karan.shah,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,26,26-35,2000-07-27,Married,Master,Human Resources,Maharashtra,Nagpur,9603075856,Marketing,Content Strategist,Travel_Frequently,Work From Office,4.6,4,3,0,1,2024-05-29,45500,3-6 LPA,24,0,3,3,4,4,2,5,4.0,No,Yes,No
HRA241048,Female,Anjali Ghosh,anjali.ghosh@hrhub.co.in,anjali.ghosh,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,33,26-35,1993-07-29,Single,High School,General Education,Karnataka,Hubballi,9377061987,Sales,Business Development Executive,Travel_Frequently,Remote,7.7,7,1,3,6,2021-04-23,79250,6-10 LPA,23,1,3,1,1,3,3,3,7.0,No,Yes,Yes
HRA241049,Female,Kavya Das,kavya.das@hrhub.co.in,kavya.das,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,20,18-25,2006-07-26,Married,PhD,Management,Rajasthan,Udaipur,9271713756,Sales,Sales Manager,Travel_Rarely,Work From Office,0.0,0,0,0,0,2029-01-01,78700,6-10 LPA,12,3,2,4,3,1,4,5,0.0,Yes,Yes,Yes
HRA241050,Male,Rohan Chatterjee,rohan.chatterjee@hrhub.co.in,rohan.chatterjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,43,36-45,1983-08-01,Single,Bachelor,Information Technology,Delhi,New Delhi,9411022013,Marketing,Marketing Executive,Travel_Rarely,Work From Office,19.4,4,1,2,4,2009-08-14,139150,10+ LPA,5,3,4,4,2,2,2,4,3.0,No,Yes,No
HRA241051,Male,Ankit Sinha,ankit.sinha@hrhub.co.in,ankit.sinha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,31,26-35,1995-07-29,Single,PhD,Management,West Bengal,Kolkata,9240062241,IT,System Administrator,Travel_Frequently,Work From Office,0.2,0,0,0,0,2028-10-20,41450,3-6 LPA,24,0,3,2,1,2,4,3,0.2,No,No,No
HRA241052,Female,Megha Banerjee,megha.banerjee@hrhub.co.in,megha.banerjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,53,46-55,1973-08-03,Single,PhD,Computer Science,Telangana,Hyderabad,9782972539,Marketing,Marketing Executive,Travel_Frequently,Work From Office,10.1,7,4,0,1,2018-11-29,98350,10+ LPA,22,2,3,1,3,4,3,1,2.0,No,No,No
HRA241053,Male,Amit Das,amit.das@hrhub.co.in,amit.das,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,34,26-35,1992-07-29,Married,MBA,Marketing,Uttar Pradesh,Kanpur,9065457348,Operations,Operations Manager,Travel_Rarely,Work From Office,11.5,3,3,1,0,2017-07-06,168200,10+ LPA,16,1,3,1,4,2,2,5,10.0,No,No,Yes
HRA241054,Male,Gaurav Kumar,gaurav.kumar@hrhub.co.in,gaurav.kumar,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,27,26-35,1999-07-28,Single,PhD,Computer Science,Gujarat,Ahmedabad,9673889076,Operations,Operations Executive,Travel_Rarely,Work From Office,3.3,3,3,0,2,2025-09-15,43850,3-6 LPA,5,1,4,1,2,4,4,4,3.3,No,No,Yes
HRA241055,Female,Vidya Agarwal,vidya.agarwal@hrhub.co.in,vidya.agarwal,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,38,36-45,1988-07-30,Married,PhD,Computer Science,Uttar Pradesh,Lucknow,9038200003,Marketing,Marketing Executive,Non-Travel,Work From Office,9.5,0,0,0,0,2019-07-06,78350,6-10 LPA,11,3,3,3,1,3,1,3,8.0,No,Yes,No
HRA241056,Male,Akash Sinha,akash.sinha@hrhub.co.in,akash.sinha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,43,36-45,1983-08-01,Single,Bachelor,Business Administration,West Bengal,Durgapur,9555387097,Marketing,Marketing Executive,Travel_Rarely,Work From Office,21.4,5,5,2,0,2007-08-15,151050,10+ LPA,11,1,3,2,4,1,3,4,7.0,No,Yes,No
HRA241057,Male,Arjun Joshi,arjun.joshi@hrhub.co.in,arjun.joshi,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,27,26-35,1999-07-28,Divorced,Master,Marketing,Maharashtra,Pune,9729484220,Sales,Business Development Executive,Travel_Rarely,Work From Office,1.8,0,0,0,0,2027-03-16,32000,3-6 LPA,24,3,3,4,4,1,3,5,1.8,Yes,Yes,No
HRA241058,Male,Manish Banerjee,manish.banerjee@hrhub.co.in,manish.banerjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,50,46-55,1976-08-02,Married,High School,General Education,Tamil Nadu,Chennai,9335741518,Sales,Sales Executive,Travel_Frequently,Remote,7.3,2,2,0,1,2021-09-16,61150,6-10 LPA,13,3,3,2,1,3,2,3,7.3,No,No,No
HRA241059,Male,Varun Kumar,varun.kumar@hrhub.co.in,varun.kumar,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,60,55+,1966-08-05,Married,Master,Finance,Rajasthan,Jodhpur,9768418162,Operations,Supply Chain Coordinator,Travel_Rarely,Work From Office,27.5,27,12,2,8,2001-07-10,139700,10+ LPA,8,0,3,2,3,2,2,4,5.0,No,Yes,No
HRA241060,Male,Karan Sharma,karan.sharma@hrhub.co.in,karan.sharma,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,38,36-45,1988-07-30,Single,PhD,Management,Delhi,New Delhi,9182700626,Marketing,Digital Marketing Specialist,Travel_Rarely,Work From Office,15.8,9,4,3,6,2013-03-19,129500,10+ LPA,20,3,3,2,4,4,3,1,3.0,No,No,No
HRA241061,Female,Deepika Khan,deepika.khan@hrhub.co.in,deepika.khan,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,53,46-55,1973-08-03,Married,Bachelor,Marketing,Telangana,Hyderabad,9525580315,Finance,Finance Executive,Travel_Frequently,Hybrid,2.1,2,0,0,0,2026-11-27,55600,6-10 LPA,9,0,3,3,4,3,1,3,2.1,No,No,Yes
HRA241062,Male,Shubham Mishra,shubham.mishra@hrhub.co.in,shubham.mishra,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,26,26-35,2000-07-27,Single,MBA,Operations,Delhi,New Delhi,9457265425,Marketing,Content Strategist,Travel_Rarely,Work From Office,4.1,4,2,1,0,2024-11-27,42450,3-6 LPA,5,0,4,4,3,3,2,2,4.0,No,No,No
HRA241063,Male,Shubham Singh,shubham.singh@hrhub.co.in,shubham.singh,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,39,36-45,1987-07-31,Single,MBA,Human Resources,Gujarat,Ahmedabad,9108030615,Human Resources,HR Business Partner,Travel_Rarely,Remote,8.3,7,0,1,7,2020-09-16,55250,6-10 LPA,8,0,4,3,2,4,1,0,0.0,No,No,No
HRA241064,Male,Nikhil Gupta,nikhil.gupta@hrhub.co.in,nikhil.gupta,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,27,26-35,1999-07-28,Married,PhD,Management,Kerala,Kozhikode,9815945606,Marketing,Content Strategist,Non-Travel,Remote,3.9,0,0,0,0,2025-02-08,44800,3-6 LPA,15,0,3,1,4,1,3,1,3.9,No,No,No
HRA241065,Male,Vivek Bose,vivek.bose@hrhub.co.in,vivek.bose,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,42,36-45,1984-07-31,Single,High School,General Education,Delhi,New Delhi,9045208235,Administration,Facility Coordinator,Travel_Rarely,Work From Office,15.7,7,1,0,4,2013-04-25,158800,10+ LPA,17,1,3,4,4,4,3,6,4.0,No,No,No
HRA241066,Male,Sandeep Sinha,sandeep.sinha@hrhub.co.in,sandeep.sinha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,22,18-25,2004-07-26,Married,High School,General Education,West Bengal,Kolkata,9178942603,Finance,Accountant,Travel_Rarely,Hybrid,0.2,0,0,0,0,2028-10-20,29200,3-6 LPA,16,2,3,2,1,1,2,0,0.0,No,No,Yes
HRA241067,Male,Arjun Sen,arjun.sen@hrhub.co.in,arjun.sen,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,34,26-35,1992-07-29,Married,Diploma,Electrical,Telangana,Hyderabad,9256732291,IT,Software Engineer,Travel_Rarely,Hybrid,0.7,0,0,0,0,2028-04-21,36350,3-6 LPA,13,1,4,4,1,3,1,1,0.0,No,No,No
HRA241068,Female,Tanvi Reddy,tanvi.reddy@hrhub.co.in,tanvi.reddy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,30,26-35,1996-07-28,Single,High School,General Education,Delhi,New Delhi,9556761342,Marketing,Marketing Executive,Travel_Rarely,Remote,7.6,4,1,0,2,2021-05-29,69300,6-10 LPA,14,1,3,1,3,1,2,4,5.0,No,Yes,No
HRA241069,Male,Vivek Mishra,vivek.mishra@hrhub.co.in,vivek.mishra,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,25,18-25,2001-07-27,Married,High School,General Education,West Bengal,Durgapur,9425619623,Sales,Sales Executive,Travel_Frequently,Hybrid,1.7,1,0,0,1,2027-04-22,30000,3-6 LPA,20,3,4,1,3,3,3,4,0.0,No,No,No
HRA241070,Male,Aarav Gupta,aarav.gupta@hrhub.co.in,aarav.gupta,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,35,26-35,1991-07-30,Single,MBA,Human Resources,Delhi,New Delhi,9749820976,Marketing,Marketing Executive,Non-Travel,Work From Office,7.0,0,0,0,0,2022-01-03,70900,6-10 LPA,16,0,4,1,4,2,3,2,2.0,Yes,Yes,Yes
HRA241071,Male,Aditya Mishra,aditya.mishra@hrhub.co.in,aditya.mishra,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,39,36-45,1987-07-31,Married,High School,General Education,Rajasthan,Udaipur,9533480801,Finance,Financial Analyst,Non-Travel,Hybrid,5.6,4,2,1,2,2023-05-30,84850,10+ LPA,9,0,3,3,3,2,4,0,5.6,No,No,No
HRA241072,Female,Nikita Reddy,nikita.reddy@hrhub.co.in,nikita.reddy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,29,26-35,1997-07-28,Single,Master,Finance,Gujarat,Vadodara,9470721769,Operations,Supply Chain Coordinator,Non-Travel,Hybrid,2.9,0,0,0,0,2026-02-08,44800,3-6 LPA,12,0,3,4,3,1,4,1,2.9,No,No,No
HRA241073,Female,Aditi Banerjee,aditi.banerjee@hrhub.co.in,aditi.banerjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,57,55+,1969-08-04,Married,Bachelor,Computer Science,Uttar Pradesh,Lucknow,9397351090,Sales,Business Development Executive,Travel_Rarely,Work From Office,3.2,3,1,1,0,2025-10-21,49000,3-6 LPA,17,1,4,4,4,2,1,5,3.2,No,Yes,Yes
HRA241074,Male,Rahul Jain,rahul.jain@hrhub.co.in,rahul.jain,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,58,55+,1968-08-04,Single,High School,General Education,Karnataka,Mysuru,9197348607,Operations,Operations Executive,Travel_Rarely,Hybrid,11.6,5,0,1,5,2017-05-30,109050,10+ LPA,21,3,3,3,4,4,1,6,0.0,Yes,No,No
HRA241075,Female,Sneha Mukherjee,sneha.mukherjee@hrhub.co.in,sneha.mukherjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,52,46-55,1974-08-03,Married,High School,General Education,Delhi,New Delhi,9117059466,Marketing,Digital Marketing Specialist,Travel_Rarely,Hybrid,29.5,15,14,3,4,1999-07-11,153550,10+ LPA,13,0,3,2,3,2,3,5,4.0,No,No,Yes
HRA241076,Female,Megha Jain,megha.jain@hrhub.co.in,megha.jain,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,19,18-25,2007-07-26,Single,High School,General Education,Delhi,New Delhi,9665189994,Administration,Office Administrator,Travel_Rarely,Hybrid,0.0,0,0,0,0,2029-01-01,25100,3-6 LPA,21,3,4,2,2,2,4,1,0.0,Yes,Yes,No
HRA241077,Female,Ritika Roy,ritika.roy@hrhub.co.in,ritika.roy,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,35,26-35,1991-07-30,Married,MBA,Finance,Gujarat,Surat,9152198362,Finance,Finance Executive,Travel_Rarely,Work From Office,8.9,2,2,1,0,2020-02-10,74300,6-10 LPA,7,1,3,1,3,3,1,2,6.0,No,Yes,No
HRA241078,Male,Rahul Das,rahul.das@hrhub.co.in,rahul.das,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,48,46-55,1978-08-02,Married,MBA,Human Resources,Kerala,Kozhikode,9940189892,IT,Network Engineer,Travel_Rarely,Remote,26.9,25,25,9,7,2002-02-14,180750,10+ LPA,19,2,2,4,3,4,1,0,2.0,No,Yes,No
HRA241079,Female,Aditi Jain,aditi.jain@hrhub.co.in,aditi.jain,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,37,36-45,1989-07-30,Married,Diploma,Civil,Gujarat,Ahmedabad,9417607987,IT,Network Engineer,Travel_Rarely,Work From Office,6.7,4,4,0,4,2022-04-23,69800,6-10 LPA,6,2,3,2,3,4,4,3,4.0,Yes,No,No
HRA241080,Female,Harini Saha,harini.saha@hrhub.co.in,harini.saha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,31,26-35,1995-07-29,Single,Bachelor,Human Resources,Karnataka,Hubballi,9012802914,Finance,Finance Executive,Travel_Rarely,Remote,7.7,7,4,0,1,2021-04-23,68950,6-10 LPA,24,3,2,3,4,3,2,1,7.0,No,No,No
HRA241081,Male,Pranav Kumar,pranav.kumar@hrhub.co.in,pranav.kumar,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,20,18-25,2006-07-26,Married,MBA,Operations,Uttar Pradesh,Lucknow,9833888069,Sales,Sales Manager,Non-Travel,Hybrid,0.0,0,0,0,0,2029-01-01,66150,6-10 LPA,10,0,3,1,2,4,2,4,0.0,Yes,No,Yes
HRA241082,Male,Sahil Sinha,sahil.sinha@hrhub.co.in,sahil.sinha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,48,46-55,1978-08-02,Married,High School,General Education,Delhi,New Delhi,9345516388,Sales,Business Development Executive,Travel_Frequently,Work From Office,16.5,14,10,1,0,2012-07-07,151050,10+ LPA,15,2,3,1,1,1,1,4,8.0,Yes,No,No
HRA241083,Male,Vikas Singh,vikas.singh@hrhub.co.in,vikas.singh,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,52,46-55,1974-08-03,Married,PhD,Finance,Karnataka,Hubballi,9128147143,Marketing,Content Strategist,Travel_Rarely,Work From Office,24.3,2,1,1,0,2004-09-20,184150,10+ LPA,11,2,3,4,1,1,4,0,5.0,No,Yes,No
HRA241084,Male,Vikas Nair,vikas.nair@hrhub.co.in,vikas.nair,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,46,46-55,1980-08-01,Divorced,MBA,Operations,Kerala,Kozhikode,9683017762,IT,Software Engineer,Travel_Frequently,Work From Office,15.6,15,9,5,7,2013-05-31,165600,10+ LPA,16,3,3,4,2,4,1,5,6.0,No,No,No
HRA241085,Female,Anusha Mukherjee,anusha.mukherjee@hrhub.co.in,anusha.mukherjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,57,55+,1969-08-04,Married,MBA,Marketing,Maharashtra,Mumbai,9350037660,Administration,Office Administrator,Non-Travel,Hybrid,11.8,3,2,1,0,2017-03-18,80450,6-10 LPA,18,3,2,1,4,2,4,3,2.0,No,Yes,No
HRA241086,Male,Varun Agarwal,varun.agarwal@hrhub.co.in,varun.agarwal,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,57,55+,1969-08-04,Single,Bachelor,Business Administration,Kerala,Thiruvananthapuram,9513012073,Administration,Facility Coordinator,Travel_Rarely,Work From Office,10.4,1,0,0,1,2018-08-11,81350,6-10 LPA,9,3,3,3,4,4,2,3,1.0,No,No,No
HRA241087,Male,Mohit Chatterjee,mohit.chatterjee@hrhub.co.in,mohit.chatterjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,28,26-35,1998-07-28,Divorced,Diploma,Civil,Rajasthan,Udaipur,9824348228,Sales,Sales Executive,Non-Travel,Work From Office,3.1,1,0,0,0,2025-11-27,47500,3-6 LPA,7,3,3,2,3,1,2,2,3.1,No,No,No
HRA241088,Female,Megha Sinha,megha.sinha@hrhub.co.in,megha.sinha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,29,26-35,1997-07-28,Single,Master,Business Administration,Uttar Pradesh,Kanpur,9088063572,Sales,Business Development Executive,Travel_Rarely,Work From Office,4.4,0,0,0,0,2024-08-09,46650,3-6 LPA,10,1,3,2,4,1,4,2,3.0,Yes,No,No
HRA241089,Male,Aditya Sinha,aditya.sinha@hrhub.co.in,aditya.sinha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,44,36-45,1982-08-01,Married,High School,General Education,Telangana,Hyderabad,9201221258,Sales,Sales Manager,Travel_Frequently,Work From Office,3.5,3,2,1,1,2025-07-04,99650,10+ LPA,5,1,2,1,1,2,3,5,3.5,No,No,Yes
HRA241090,Female,Vaishnavi Joshi,vaishnavi.joshi@hrhub.co.in,vaishnavi.joshi,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,29,26-35,1997-07-28,Married,High School,General Education,Karnataka,Mysuru,9709952104,IT,Software Engineer,Travel_Rarely,Work From Office,4.5,3,0,0,0,2024-07-04,51550,6-10 LPA,20,3,3,1,3,3,2,2,0.0,No,Yes,No
HRA241091,Female,Ritika Chatterjee,ritika.chatterjee@hrhub.co.in,ritika.chatterjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,56,55+,1970-08-04,Single,PhD,Finance,Gujarat,Surat,9545235589,IT,Data Analyst,Travel_Rarely,Work From Office,0.1,0,0,0,0,2028-11-26,24700,0-3 LPA,21,3,3,1,3,3,1,6,0.1,No,Yes,No
HRA241092,Male,Harsh Mishra,harsh.mishra@hrhub.co.in,harsh.mishra,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,43,36-45,1983-08-01,Single,Master,Finance,Gujarat,Vadodara,9483545995,IT,Data Analyst,Travel_Rarely,Work From Office,16.4,10,10,0,0,2012-08-13,139200,10+ LPA,5,3,4,4,4,2,4,3,1.0,No,Yes,No
HRA241093,Male,Gaurav Banerjee,gaurav.banerjee@hrhub.co.in,gaurav.banerjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,44,36-45,1982-08-01,Single,MBA,Human Resources,Delhi,New Delhi,9102301301,Sales,Sales Executive,Travel_Rarely,Work From Office,5.6,4,4,2,3,2023-05-30,72300,6-10 LPA,23,3,3,4,4,2,3,5,5.6,Yes,No,No
HRA241094,Male,Arjun Ghosh,arjun.ghosh@hrhub.co.in,arjun.ghosh,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,23,18-25,2003-07-27,Married,Bachelor,Information Technology,Telangana,Hyderabad,9569043644,Human Resources,Talent Acquisition Specialist,Travel_Frequently,Hybrid,0.8,0,0,0,0,2028-03-15,31050,3-6 LPA,5,3,3,1,3,2,1,1,0.8,No,No,No
HRA241095,Female,Anusha Saha,anusha.saha@hrhub.co.in,anusha.saha,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,53,46-55,1973-08-03,Married,High School,General Education,Maharashtra,Nagpur,9446463898,Marketing,Marketing Executive,Travel_Rarely,Work From Office,31.9,19,8,9,15,1997-02-15,160800,10+ LPA,25,2,3,2,3,1,3,2,1.0,No,Yes,No
HRA241096,Male,Pranav Kumar,pranav.kumar@hrhub.co.in,pranav.kumar,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,20,18-25,2006-07-26,Married,Master,Business Administration,West Bengal,Kolkata,9539005067,Operations,Supply Chain Coordinator,Non-Travel,Hybrid,0.0,0,0,0,0,2029-01-01,33000,3-6 LPA,6,1,4,2,4,3,1,6,0.0,No,No,No
HRA241097,Male,Pranav Agarwal,pranav.agarwal@hrhub.co.in,pranav.agarwal,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,57,55+,1969-08-04,Married,Bachelor,Commerce,Kerala,Thiruvananthapuram,9718134102,Sales,Business Development Executive,Travel_Rarely,Work From Office,14.0,1,1,0,1,2015-01-05,88500,10+ LPA,18,3,1,4,4,4,1,1,5.0,No,No,No
HRA241098,Female,Anusha Nair,anusha.nair@hrhub.co.in,anusha.nair,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,48,46-55,1978-08-02,Single,Diploma,Computer,Rajasthan,Jodhpur,9578105289,Human Resources,HR Executive,Travel_Rarely,Hybrid,14.9,6,6,1,0,2014-02-11,117750,10+ LPA,16,2,2,3,4,4,4,5,7.0,No,No,No
HRA241099,Female,Vidya Kapoor,vidya.kapoor@hrhub.co.in,vidya.kapoor,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,25,18-25,2001-07-27,Married,Master,Marketing,Kerala,Kochi,9153405242,IT,Network Engineer,Travel_Frequently,Work From Office,1.7,1,1,0,0,2027-04-22,31500,3-6 LPA,22,1,3,1,4,1,3,0,1.7,No,No,No
HRA241100,Female,Tanvi Banerjee,tanvi.banerjee@hrhub.co.in,tanvi.banerjee,1,Y,80,HRHub Solutions Pvt. Ltd.,Information Technology & Business Services,India,36,36-45,1990-07-30,Married,Master,Computer Science,Delhi,New Delhi,9410311155,IT,Network Engineer,Travel_Rarely,Work From Office,0.2,0,0,0,0,2028-10-20,39400,3-6 LPA,16,3,1,3,2,2,1,0,0.2,No,Yes,No
